t,x,y,z,intensity
1699,12513.1396484375,14048.822265625,-387.590209960938,1095.51879882812
1704,12098.0517578125,11037.8896484375,242.44580078125,766.902160644531
1704,12680.39453125,8598.9560546875,44.6348876953125,450.539398193359
1705,12688.2041015625,8722.640625,-235.014282226562,573.852172851562
1706,12330,10709.78515625,586.653076171875,1098.07165527344
1708,11699.322265625,13348.490234375,-28.3873291015625,505.644897460938
1708,12783.57421875,8530.8671875,-73.6312255859375,426.316253662109
1709,11757.6796875,13341.431640625,-21.9246826171875,570.838623046875
1711,11702.8115234375,13342.09375,76.7362060546875,578.114013671875
1712,11681.884765625,13360.7763671875,151.437194824219,574.836547851562
1712,12720.2578125,8494.7861328125,-94.484619140625,594.488037109375
1714,11797.357421875,13494.974609375,-93.931640625,501.152130126953
1715,12757.0556640625,8518.841796875,-37.44921875,607.750793457031
1717,11760.447265625,13338.302734375,58.5288696289062,513.032409667969
1718,11787.580078125,13427.46484375,46.9303588867188,478.9501953125
1725,11857.001953125,13476.84765625,654.495971679688,915.942077636719
1726,12652.341796875,8784.5732421875,-291.845703125,608.77490234375
1727,11757.2470703125,13428.9296875,-104.315795898438,435.234710693359
1728,11777.7353515625,13419.794921875,354.342468261719,757.84619140625
1728,12760.427734375,8590.623046875,-99.91650390625,410.192413330078
1729,11746.4462890625,13397.0908203125,124.242248535156,594.138061523438
1730,11730.873046875,13357.94921875,39.5928955078125,642.409301757812
1732,11685.3330078125,13432.7978515625,14.3975219726562,553.594177246094
1733,11751.86328125,13416.2607421875,31.6390380859375,535.781433105469
1735,11783.5458984375,13486.09375,-250.24365234375,536.994750976562
1736,11776.759765625,13395.865234375,-137.779418945312,452.83447265625
1743,11880.8046875,13423.517578125,-93.1717529296875,456.298706054688
1743,12096.677734375,13838.9404296875,-773.2392578125,1974.14245605469
1745,11757.68359375,13376.755859375,56.8857421875,667.249938964844
1747,11749.443359375,13383.2666015625,86.7557983398438,619.86865234375
1749,11326.9580078125,11902.03515625,725.284790039062,1150.35852050781
1749,11324.8544921875,11901.947265625,733.648681640625,1231.05725097656
1749,11766.4462890625,13383.740234375,21.2527465820312,561.101989746094
1750,12180.0185546875,12405.87890625,-100.8994140625,507.3369140625
1751,12071.3681640625,12133.5205078125,206.626953125,885.668029785156
1762,12726.4375,14292.65625,-93.725830078125,578.8388671875
1763,12612.3740234375,14313.8974609375,-386.902709960938,744.930847167969
1771,11708.9267578125,12233.3193359375,111.293395996094,621.139465332031
1772,11620.8583984375,12229.19921875,771.075805664062,1588.64184570312
1773,11315.3203125,12115.5,-13.319091796875,616.31005859375
1776,11821.92578125,13367.7734375,-87.8985595703125,457.899658203125
1777,12399.8974609375,12845.7412109375,53.7598266601562,1120.21228027344
1778,12513.861328125,13145.6005859375,-463.122161865234,1499.32043457031
1778,12528.78125,13172.5009765625,-526.51708984375,1868.5
1779,11773.2177734375,13335.49609375,25.8325805664062,544.675964355469
1780,11854.873046875,13439.37109375,676.917358398438,1127.74328613281
1781,11721.087890625,13326.2197265625,73.9469604492188,525.494995117188
1785,11809.90625,13311.787109375,21.8755493164062,494.748291015625
1793,11778.501953125,13409.0830078125,18.34326171875,587.544616699219
1794,11778.69921875,13299.1259765625,-46.0482177734375,453.019073486328
1795,11690.9658203125,13284.9521484375,-16.1809692382812,444.013885498047
1799,12767.4013671875,14291.9189453125,-446.409423828125,766.042785644531
1801,11804.03125,13356.7392578125,129.2158203125,568.775390625
1806,11665.3525390625,13293.8203125,-63.811767578125,573.984985351562
1822,11852.2119140625,13438.3515625,22.017333984375,464.378814697266
1823,11755.65625,13348.890625,-82.7957763671875,545.357360839844
1832,12624.8916015625,14247.8271484375,-93.5985107421875,467.947937011719
1833,12812.0498046875,14264.466796875,86.9078369140625,558.100402832031
1844,12495.32421875,14314.033203125,-74.3455810546875,673.209533691406
1845,11633.1259765625,13344.3447265625,-58.150634765625,463.681610107422
1851,11818.0361328125,13513.63671875,-241.064331054688,556.599304199219
1852,11803.7197265625,13412.08984375,-63.203857421875,751.624633789062
1853,11757.994140625,13323.275390625,33.2313232421875,534.458618164062
1856,11775.392578125,13373.8916015625,26.1163330078125,474.609527587891
1880,11788.0908203125,13380.03125,-79.71875,458.621490478516
1882,11830.279296875,13391.15234375,-45.0555419921875,550.040100097656
1883,11804.96875,13435.8515625,-123.124389648438,541.427978515625
1885,11786.5087890625,13342.0107421875,24.8262329101562,474.989562988281
1892,11745.8291015625,13492.69921875,-263.740600585938,501.286987304688
1892,11742.9375,13493.328125,-272.300537109375,517.031677246094
1897,12589.3642578125,13444.873046875,-268.566040039062,520.945678710938
1901,12795.814453125,14563.44921875,620.738342285156,931.667602539062
1902,11769.359375,13437.2373046875,752.333618164062,1069.11828613281
1902,12699.8935546875,14323.68359375,-67.242431640625,513.160888671875
1903,12732.76953125,14284.107421875,-172.723022460938,573.910705566406
1905,12491.650390625,14177.119140625,55.0509643554688,551.784545898438
1917,12502.076171875,13500.314453125,-341.376708984375,619.392150878906
1918,12633.3671875,14585.5654296875,-210.685791015625,579.410400390625
1919,12715.3818359375,14253.16796875,-151.317138671875,511.567352294922
1932,12469.91796875,14643.865234375,-56.8863525390625,453.74462890625
1933,11728.6416015625,13444.0634765625,-217.494384765625,595.725341796875
1936,12789.6796875,13930.1865234375,-375.727905273438,690.885803222656
1936,12780.3212890625,13954.0390625,-373.396606445312,746.910461425781
1940,12594.751953125,13691.03515625,-556.876708984375,1024.62744140625
1943,12440.685546875,13505.26953125,-409.5546875,875.259704589844
1946,12488.0458984375,13725.283203125,-441.556243896484,951.738647460938
1952,12689.9423828125,14249.966796875,-44.1241455078125,511.411285400391
1955,12699.654296875,14531.5146484375,-91.275634765625,471.168365478516
1959,12573.12109375,14546.7978515625,-260.396606445312,552.322204589844
1960,14582.7255859375,14990.892578125,-81.873291015625,378.617492675781
1963,12869.083984375,13903.9453125,-612.712890625,1618.48071289062
1969,12770.8154296875,14531.8154296875,-55.2889404296875,429.854095458984
1972,12694.369140625,14484.76171875,-298.675170898438,555.273681640625
1975,12080.224609375,13729.1171875,-587.577758789062,1250.30883789062
1978,12288.80078125,14361.466796875,-148.6806640625,554.711975097656
1979,12593.9599609375,14557.45703125,-269.309814453125,601.99267578125
1983,12520.5234375,13386.296875,-353.562622070312,613.984313964844
1996,12632.037109375,14252.24609375,49.1868896484375,534.954223632812
1996,12800.673828125,14356.8212890625,779.371337890625,1219.74987792969
1999,12933.298828125,14904.7314453125,904.581237792969,1651.57653808594
2002,12766.677734375,14468.54296875,-395.916870117188,779.549987792969
2004,12773.9208984375,14191.525390625,-148.282470703125,606.898742675781
2013,12704.443359375,14461.2900390625,-68.8480224609375,455.787139892578
2021,12760.427734375,14548.4033203125,-94.6290283203125,568.991455078125
2023,12646.69921875,14516.5634765625,-77.326904296875,479.168701171875
2026,12422.4501953125,13339.7607421875,-147.896850585938,551.070251464844
2032,12453.759765625,13214.1640625,-108.589599609375,391.120513916016
2035,11860.7109375,13399.6337890625,-328.122192382812,637.607238769531
2039,11751.638671875,13336.3916015625,-40.7705078125,572.520080566406
2043,12552.9599609375,14621.673828125,-85.2689208984375,456.309448242188
2052,12428.3056640625,13463.46484375,-369.022583007812,732.834716796875
2054,12134.0283203125,13540.7275390625,-758.193115234375,1729.22998046875
2060,12975.728515625,14375.546875,-45.0460205078125,537.065551757812
2063,12840.2353515625,14510.244140625,-80.046875,490.850555419922
2066,12795.478515625,14085.232421875,-585.487548828125,1242.83349609375
2071,12668.759765625,14162.53515625,-347.102416992188,660.638366699219
2075,12605.099609375,14295.166015625,-536.422729492188,1133.35913085938
2077,12448.681640625,13588.451171875,-496.641204833984,935.599365234375
2079,12649.1416015625,14193.634765625,-301.952514648438,694.774963378906
2080,12481.6123046875,14285.0830078125,61.2539672851562,554.310119628906
2083,12921.37109375,14524.796875,904.2080078125,1997.96801757812
2084,13036.990234375,14422.708984375,-318.643676757812,650.183227539062
2089,12635.791015625,14262.6025390625,-384.817749023438,703.496887207031
2092,13021.9326171875,14596.3828125,-776.851684570312,2059.75073242188
2093,11794.84375,13289.40625,-138.36279296875,441.218231201172
2093,12322.0234375,14391.146484375,22.1069946289062,450.601440429688
2098,12635.935546875,14316.49609375,-509.117919921875,932.510681152344
2104,11715.7421875,13285.6455078125,-69.65576171875,417.948028564453
2106,12772.7626953125,14434.703125,822.491394042969,1336.54736328125
2111,12450.6884765625,14172.556640625,-168.29248046875,514.918212890625
2119,12695.046875,14514.31640625,-154.21875,511.583343505859
2124,11751.0078125,13447.1962890625,-132.31640625,387.443695068359
2127,11766.8837890625,13293.3388671875,-68.69091796875,400.735809326172
2129,13085.634765625,14141.78125,-135.997314453125,459.697509765625
2134,12734.6337890625,14483.560546875,-88.067626953125,539.679931640625
2139,11747.17578125,13495.4296875,-129.244995117188,429.140319824219
2143,11735.9677734375,13376.51953125,43.8931884765625,518.541870117188
2146,12213.7880859375,14164.2138671875,-142.891967773438,389.862518310547
2146,12415.4345703125,13346.630859375,-175.452392578125,471.194885253906
2147,11824.6142578125,13715.560546875,-444.036041259766,876.719055175781
2150,11743.4423828125,13510.7138671875,-52.8748779296875,528.273803710938
2156,12410.1669921875,14641.1474609375,-141.53369140625,630.363586425781
2161,11808.3974609375,13309.7373046875,-151.60888671875,446.256805419922
2163,11822.001953125,13556.578125,-354.503295898438,664.330322265625
2163,12413.611328125,14222.6806640625,43.1832275390625,500.457000732422
2164,11815.568359375,13353.171875,5.64544677734375,556.169738769531
2171,12879.3828125,14394.79296875,958.861145019531,1935.11437988281
2173,11725.501953125,13277.630859375,-142.904296875,578.967956542969
2175,11809.4912109375,13343.0908203125,130.734069824219,538.15576171875
2176,11702.9765625,13400.30859375,-47.18310546875,391.654968261719
2181,11648.7216796875,13254.142578125,-70.0009765625,431.787170410156
2187,11720.697265625,13371.18359375,-139.212280273438,497.401702880859
2189,11783.078125,13148.7451171875,-15.6135864257812,501.843902587891
2190,11860.52734375,13247.15625,13.6801147460938,555.460021972656
2190,12734.9794921875,14451.9677734375,832.399719238281,1327.7392578125
2193,11746.2939453125,13344.30859375,180.553771972656,620.759155273438
2193,12445.4609375,14354.892578125,34.78369140625,490.793060302734
2194,11748.505859375,13285.505859375,2.7333984375,558.179016113281
2197,12546.36328125,14271.9736328125,50.6968383789062,456.467651367188
2198,11671.748046875,13362.83203125,-59.517822265625,516.707092285156
2199,11820.755859375,13320.08203125,33.8746337890625,450.758697509766
2202,11756.9443359375,13404.93359375,157.246704101562,574.212341308594
2203,11694.3125,13282.0107421875,-76.263916015625,507.55517578125
2204,11816.650390625,13397.2890625,5.446533203125,534.744201660156
2208,12528.654296875,14341.56640625,-313.757568359375,794.428161621094
2208,12511.677734375,14473.4287109375,-273.38427734375,608.21044921875
2211,12623.0126953125,14237.66015625,-170.54931640625,709.776672363281
2217,11671.2021484375,13205.7119140625,-82.830322265625,429.443603515625
2219,12257.0498046875,14323.6025390625,-136.1591796875,432.006225585938
2221,11806.1484375,13238.2900390625,-51.6741943359375,453.983612060547
2224,12390.830078125,14377.7841796875,-72.9764404296875,425.559478759766
2233,12871.3681640625,14419.3955078125,836.773071289062,1525.44299316406
2282,12642.705078125,14234.962890625,-274.614501953125,575.960998535156
2284,12612.435546875,14370.3896484375,-371.33642578125,698.860168457031
2286,12874.5263671875,14504.5791015625,-63.217529296875,628.983520507812
2301,12717.044921875,14496.8828125,-161.282836914062,575.356689453125
2302,12597.525390625,14687.435546875,-59.749267578125,427.518707275391
2304,12699.22265625,14543.7255859375,-150.575805664062,560.676574707031
2305,11853.1552734375,13553.9755859375,-336.031494140625,600.951293945312
2308,12784.4638671875,9673.412109375,-89.4080810546875,427.6005859375
2315,12801.7763671875,9556.6787109375,-231.958251953125,449.453521728516
2393,12570.33203125,14806.5146484375,152.94189453125,512.832885742188
2394,12717.8720703125,14806.2880859375,-65.9669189453125,548.922302246094
2399,12814.1220703125,14493.80859375,-161.859985351562,417.510437011719
2419,11761.193359375,13237.0693359375,-35.6986083984375,412.239532470703
2425,11720.2353515625,13339.6533203125,-54.89599609375,489.722839355469
2430,12735.0859375,14453.015625,-530.034545898438,1024.54724121094
2441,12555.23046875,14521.65234375,-360.234985351562,682.23583984375
2477,11916.380859375,13564.6826171875,-374.866088867188,673.222290039062
2488,11835.46484375,13350.791015625,37.891845703125,422.052185058594
2491,11758.017578125,13536.27734375,-140.218872070312,379.021820068359
2495,13146.146484375,14225.724609375,-58.41357421875,407.284698486328
